Sample_ID,Site_ID,Date,Sample,Temp_in,Temp_Out,CO2 ppm,CH4 ppm,N2O ppm,recalc CH4 ppm
57D-3 ,57D,23/Aug/19,1B,16.9,17.9,85.96980062,726.0348922,0.2688821047,725.5381778
57D-4,57D,23/Aug/19,2A,16.9,16.9,64.20002807,623.3660728,0.2840705168,623.0532162
57D-5 ,57D,23/Aug/19,2B,16.9,16.9,114.5318286,738.6987504,0.2677655245,738.1793578
58A-1 ,58A,22/Aug/19,Atm,,,421.4069021,2.708617583,0.3012654982,3.50722539
58A-2 ,58A,22/Aug/19,1A,17.3,18.5,1378.138643,40.61755949,0.307391231,41.34828052
58A-3 ,58A,22/Aug/19,1B,17.3,18.5,1496.527734,45.4388849,0.3154235608,46.16097196
58A-4,58A,22/Aug/19,2A,17.3,18.5,1421.302992,42.84121327,0.3067019614,43.56795221
58A-5 ,58A,22/Aug/19,2B,17.3,18.5,1468.881441,44.59509718,0.3118331159,45.31869529
58B-1 ,58B,22/Aug/19,Atm,,,450.5311459,1.412147387,0.3027568131,2.213076894
58B-2 ,58B,22/Aug/19,1A,16.8,18.4,532.8956186,1816.632482,0.2577434612,1814.182741
58B-3 ,58B,22/Aug/19,1B,16.8,18.4,519.3896762,1489.477261,0.273557872,1487.613385
58B-4 ,58B,22/Aug/19,2A,16.8,17.8,515.4282682,1825.320976,0.2329429541,1822.855676
58B-5 ,58B,22/Aug/19,2B,16.8,17.8,513.1305134,1968.305722,0.2296944931,1965.584367
58C-1 ,58C,22/Aug/19,Atm,,,429.7051663,1.2027418,0.300746025,2.004046307
58C-2 ,58C,22/Aug/19,1A,17.6,18.4,523.1969438,83.75261361,0,84.40608901
58C-3 ,58C,22/Aug/19,1B,17.6,18.4,524.5525882,89.91160242,0.2964498802,90.55404838
58C-4 ,58C,22/Aug/19,2A,17.6,18.2,626.7381583,75.48986551,0.3003995638,76.15813772
58C-5 ,58C,22/Aug/19,2B,17.6,18.2,532.4513787,84.1901569,0.3063595291,84.84284875
59A-1 ,59A,23/Aug/19,Atm,,,407.8783174,2.242064133,0.2988821255,3.041507437
59A-2 ,59A,23/Aug/19,1A,16.1,16.5,57.3553096,218.2301692,0.2874813317,218.6428242
59A-3 ,59A,23/Aug/19,1B,16.1,16.5,119.7424617,227.7241472,0.2868030824,228.1198005
59A-4 ,59A,23/Aug/19,2A,16.1,16.2,88.97476079,180.3256699,0.2938555415,180.8062036
59A-5 ,59A,23/Aug/19,2B,16.1,16.2,69.13081141,171.7948238,0.2956271822,172.2906345
59B-1 ,59B,23/Aug/19,Atm,,,451.9202331,1.341546988,0.3060898843,2.142602925
59B-2 ,59B,23/Aug/19,1A,15.4,16.4,62.86113429,844.0867262,0.2255238826,843.3786063
59B-3 ,59B,23/Aug/19,1B,15.4,16.4,123.6180037,844.1947832,0.2311381785,843.4864698
59B-4 ,59B,23/Aug/19,2A,15.4,,476.7051514,3.095945082,0.3277732987,3.893859268
59B-5 ,59B,23/Aug/19,2B,15.4,,475.5850443,1.859758868,0.333975289,2.659886799
59D-1 ,59D,23/Aug/19,Atm,,,436.7445366,8.091564722,0.3739614051,8.880532825
59D-2 ,59D,23/Aug/19,1A,15.6,15.9,3348.969042,1555.693517,21.31371685,1553.711062
59D-3 ,59D,23/Aug/19,1B,15.6,15.9,3390.531219,1592.348996,21.81798109,1590.300899
59D-4 ,59D,23/Aug/19,2A,15.6,16.4,3372.039439,1390.024252,22.94720792,1388.338475
59D-5 ,59D,23/Aug/19,2B,15.6,16.4,3364.273328,1393.160624,22.88293271,1391.46923
60A-1 ,60A,20/Aug/19,Atm,,,420.032277,1.2927794,0.3015879596,2.09392267
60A-2 ,60A,20/Aug/19,1A,11.3,12,117.1793235,2015.126364,0.1068054314,2012.321163
60A-3 ,60A,20/Aug/19,1B,11.3,12,119.8620375,2039.034339,0.1049474747,2036.186324
60A-4 ,60A,20/Aug/19,2A,11.3,12.4,106.2443895,2255.784666,0.1005883654,2252.548498
60A-5 ,60A,20/Aug/19,2B,11.3,12.4,94.02483248,2253.242132,0.09509670433,2250.010517
60B-1 ,60B,20/Aug/19,Atm,,,416.364405,1.290152798,0.3015952817,2.091300771
60B-2 ,60B,20/Aug/19,1A,15.7,15.6,73.62183977,228.8076035,0.2350783748,229.2013165
60B-3 ,60B,20/Aug/19,1B,15.7,15.6,58.88561288,243.4990483,0.2329378935,243.8664521
60B-4 ,60B,20/Aug/19,2A,15.7,15.8,61.1623147,196.5553014,0.2330351835,197.0067714
60B-5 ,60B,20/Aug/19,2B,15.7,15.8,60.63754974,207.8217261,0.2289613476,208.2530203
60C-1 ,60C,20/Aug/19,Atm,,,405.5636063,1.332975219,0.3012085744,2.134046506
60C-2 ,60C,20/Aug/19,1A,18.6,16.5,5992.925529,132.5600346,0.1220770524,133.1261064
60C-3 ,60C,20/Aug/19,1B,18.6,16.5,5909.233993,133.7626072,0.1142315095,134.3265254
60C-4 ,60C,20/Aug/19,2A,18.6,16.2,5811.387909,126.2787971,0.1267415304,126.8561173
60C-5 ,60C,20/Aug/19,2B,18.6,16.2,5905.05916,128.9461402,0.1288149072,129.5186837
61A-1 ,61A,30/Jul/19,Atm,,,431.431769,134.9952125,0.3015771286,135.5569233
61A-2 ,61A,30/Jul/19,1A,19.2,19.2,116.9976471,51.85325491,0.2834152835,52.56385522
61A-3 ,61A,30/Jul/19,1B,19.2,19.2,42.3837837,54.29133476,0.2800315509,54.99756899
61A-4 ,61A,30/Jul/19,2A,19.2,18.8,73.80173903,56.41913673,0.2793885348,57.12156052
61A-5 ,61A,30/Jul/19,2B,19.2,18.8,73.48241969,138.1046741,0.271634784,138.6608166
61B-10 ,61B,30/Jul/19,Atm,,,1047.735384,46.48659454,0.3910061064,47.20680538
61B-6 ,61B,30/Jul/19,1A,19.9,19.9,412.0000448,1.432571696,0.2999669182,2.233464628
61B-7 ,61B,30/Jul/19,1B,19.9,19.9,1007.575377,43.51171618,0.3891621834,44.23725439
61B-8 ,61B,30/Jul/19,2A,19.9,19.6,1067.260204,151.7409851,0.3907411006,152.2727079
61B-9 ,61B,30/Jul/19,2B,19.9,19.6,996.4835299,44.48515591,0.3807023009,45.2089509
61C-1 ,61C,30/Jul/19,Atm,,,415.4754039,1.205103584,0.3009620343,2.006403862
61C-2 ,61C,30/Jul/19,1A,21.1,21.9,94.42466136,353.6633553,0.2927064877,353.8334785
61C-3 ,61C,30/Jul/19,1B,21.1,21.9,77.80396424,468.2038627,0.293221516,468.1688684
61C-4 ,61C,30/Jul/19,2A,21.1,21.5,58.773934,349.7311428,0.2778466595,349.9083077
61C-5 ,61C,30/Jul/19,2B,21.1,21.5,89.3250135,330.5033611,0.2709723745,330.7149588
62B-1 ,62B,1/Aug/19,Atm,,,419.6524179,1.20368022,0.3057904369,2.004983047
62B-2 ,62B,1/Aug/19,1A,21.6,23.2,129.798008,172.5040636,0.2650489939,172.9986042
62B-3 ,62B,1/Aug/19,1B,21.6,23.2,173.7986811,149.3732344,0.2757053386,149.9091973
62B-4 ,62B,1/Aug/19,2A,21.6,24.1,157.3325313,183.2657781,0.2814703306,183.7410467
62B-5 ,62B,1/Aug/19,2B,21.6,24.1,184.5679938,386.1748079,0.2851761339,386.28671
62C-1 ,62C,1/Aug/19,Atm,,,414.0319825,1.571506554,0.2973387401,2.372150683
62C-2 ,62C,1/Aug/19,1A,22.7,23.4,201.298318,1191.442117,0.2326177707,1190.111958
62C-3 ,62C,1/Aug/19,1B,22.7,23.4,183.3927932,1241.729358,0.2340632552,1240.309145
62C-4 ,62C,1/Aug/19,2A,22.7,23.9,196.5136194,1186.651362,0.2438116452,1185.329782
62C-5 ,62C,1/Aug/19,2B,22.7,23.9,187.7376042,1262.772442,0.2351097754,1261.314546
62E-1 ,62E,1/Aug/19,Atm,,,437.3510979,1.294877973,0.2974348822,2.096017484
62E-2 ,62E,1/Aug/19,1A,24.9,26.3,1338.269175,96.98501603,0.425793594,97.61479503
62E-3 ,62E,1/Aug/19,1B,24.9,26.3,1386.368142,102.5229525,0.4321895052,103.1428143
62E-4 ,62E,1/Aug/19,2A,24.9,26.4,1291.312043,99.01917134,0.4215658692,99.64530761
62E-5 ,62E,1/Aug/19,2B,24.9,26.4,1360.386346,105.4099406,0.4294574981,106.0246324
63A-1 ,63A,12/Aug/19,Atm,,,409.6205521,1.207095926,0.3056371907,2.008392637
63A-2 ,63A,12/Aug/19,1A,17.8,19.1,1655.490329,586.1705282,0.1960406299,585.9242809
63A-3 ,63A,12/Aug/19,1B,17.8,19.1,1717.174921,629.5418381,0.1920611533,629.2179221
63A-4 ,63A,12/Aug/19,2A,17.8,19.1,1493.228476,529.6523889,0.2165059565,529.5073535
63A-5 ,63A,12/Aug/19,2B,17.8,19.1,1565.569949,565.3226844,0.1944339104,565.1137711
63B-1 ,63B,12/Aug/19,Atm,,,407.800204,1.154477638,0.3036372742,1.955868576
63B-2 ,63B,12/Aug/19,1A,20.7,21,75.86432899,525.6920505,0.256629743,525.5541071
63B-3 ,63B,12/Aug/19,1B,20.7,21,63.96257909,550.2190473,0.2608981056,550.0371813
63B-4 ,63B,12/Aug/19,2A,20.7,20.4,73.48161375,555.0873705,0.2492425571,554.8967865
63B-5 ,63B,12/Aug/19,2B,20.7,20.4,70.2783836,599.9026816,0.2490887183,599.631843
64A-1 ,64A,19/Aug/19,Atm,,,96.51139386,4300.50867,0.2940237789,4293.610839
64A-1 ,64A,19/Aug/19,1A,18.3,15.7,432.6740713,1.241373868,0.3044974656,2.042609194
64A-3 ,64A,19/Aug/19,1B,18.3,15.7,74.76171934,4363.176839,0.29521492,4356.166783
64A-4 ,64A,19/Aug/19,2A,18.3,15.6,116.8508081,4256.278078,0.3034141413,4249.459456
64A-5 ,64A,19/Aug/19,2B,18.3,15.6,79.77672442,4278.012865,0.3040215081,4271.15532
64B-1 ,64B,19/Aug/19,Atm,,,419.7480229,7.104973626,0.2950678269,7.895708503
64B-2 ,64B,19/Aug/19,1A,18.5,17.8,134.7616538,6129.295104,0.2181402178,6119.12231
64B-3 ,64B,19/Aug/19,1B,18.5,17.8,102.5900997,6528.951596,0.2117836393,6518.063103
64B-4 ,64B,19/Aug/19,2A,18.5,16.7,122.7283587,6175.618844,0.2103079736,6165.363093
64B-5 ,64B,19/Aug/19,2B,18.5,16.7,100.4492551,6616.656362,0.2083259894,6605.610809
64C-1 ,64C,19/Aug/19,Atm,,,474.9739615,1.26631282,0.2990202624,2.067503485
64C-2 ,64C,19/Aug/19,1A,19.7,18.2,172.6199284,199.139932,0.3007895663,199.5867735
64C-3 ,64C,19/Aug/19,1B,19.7,18.2,204.5715818,209.7370038,0.3045822224,210.1648682
64C-4 ,64C,19/Aug/19,2A,19.7,17.8,161.6136615,203.2789744,0.2968394979,203.7184037
64C-5 ,64C,19/Aug/19,2B,19.7,17.8,196.5650968,211.1453651,0.2965388453,211.5707074
66A-1 ,66A,2/Aug/19,Atm,,,466.9845527,140.5373906,0.3054501033,141.0891767
66A-2 ,66A,2/Aug/19,1A,23.7,22.2,503.7602464,173.0989467,0.2762123304,173.592422
66A-3 ,66A,2/Aug/19,1B,23.7,22.2,486.6298604,133.0633951,0.2865158663,133.6285654
66A-4 ,66A,2/Aug/19,2A,23.7,22.4,483.7414876,112.1923142,0.2793083271,112.7948602
66A-5 ,66A,2/Aug/19,2B,23.7,22.4,479.1973618,112.7542084,0.2855722846,113.3557482
66B-1 ,66B,2/Aug/19,Atm,,,437.725694,1.263810472,0.3090519808,2.065005619
66B-2 ,66B,2/Aug/19,1A,20.7,20.9,189.9600008,109.6853834,0.2885443851,110.2924187
66B-3 ,66B,2/Aug/19,1B,20.7,20.9,187.2051185,112.0338206,0.2900868939,112.6366504
66B-4 ,66B,2/Aug/19,2A,20.7,20.8,174.6189451,110.02432,0.2887083307,110.6307484
66B-5 ,66B,2/Aug/19,2B,20.7,20.8,217.6513501,294.1045022,0.2868729314,294.3812825
66C-1 ,66C,2/Aug/19,Atm,,,439.053863,1.331365104,0.2989847136,2.132439275
66C-2 ,66C,2/Aug/19,1A,22,22.3,163.1335995,1238.560207,0.2888530343,1237.14567
66C-3 ,66C,2/Aug/19,1B,22,22.3,176.6623977,1405.749581,0.2903584766,1404.035644
66C-4 ,66C,2/Aug/19,2A,22,22.2,186.1127381,1394.572136,0.2818898871,1392.878215
66C-5 ,66C,2/Aug/19,2B,22,22.2,271.4014531,1485.936159,0.2872058728,1484.078624
67A-1 ,67A,7/Aug/19,Atm,,,408.9016603,1.441878674,0.2969700294,2.242754939
67A-2 ,67A,7/Aug/19,1A,19.7,18.9,4074.132539,8824.155684,0.3218952968,8809.156973
67A-3 ,67A,7/Aug/19,1B,19.7,18.9,4300.31192,9483.081494,0.3274141977,9466.902788
67A-4 ,67A,7/Aug/19,2A,19.7,19.2,3975.700343,8741.81869,0.3261940231,8726.967427
67A-5 ,67A,7/Aug/19,2B,19.7,19.2,4185.795029,9215.979474,0.3306351057,9200.27909
67B-1 ,67B,7/Aug/19,Atm,,,398.1901361,1.246302397,0.3033830038,2.047528897
67B-2 ,67B,7/Aug/19,1A,20.1,18.4,646.7609423,714.0887475,0.300322184,713.6134261
67B-3 ,67B,7/Aug/19,1B,20.1,18.4,670.2635284,762.1170225,0.3039095908,761.5556928
67B-4 ,67B,7/Aug/19,2A,20.1,18.5,656.8731969,671.159331,0.3092092672,670.760887
67B-5 ,67B,7/Aug/19,2B,20.1,18.5,672.8325995,720.4676479,0.310093599,719.9809033
69A-1 ,69A,16/Aug/19,Atm,,,424.6091618,2.153953314,0.3027829245,2.953554406
69A-2 ,69A,16/Aug/19,1A,16.9,16.7,114.0930283,204.8798911,0.1851948435,205.3164535
69A-3 ,69A,16/Aug/19,1B,16.9,16.7,109.6782127,204.9063647,0.1855191912,205.3428797
69A-4 ,69A,16/Aug/19,2A,16.9,16.7,115.4006889,158.992362,0.1946520451,159.5110991
69A-5 ,69A,16/Aug/19,2B,16.9,16.7,105.5717699,161.4328246,0.1943037882,161.9471914
69B-1 ,69B,16/Aug/19,Atm,,,425.556822,1.29635723,0.3092609082,2.097494093
69B-2 ,69B,16/Aug/19,1A,17.9,17.8,148.2855454,128.72956,0.2703078246,129.3024913
69B-3 ,69B,16/Aug/19,1B,17.9,17.8,161.358963,129.7424721,0.273407008,130.3135895
69B-4 ,69B,16/Aug/19,2A,17.9,17.5,146.2090598,134.5201538,0.2794903845,135.0827154
69B-5 ,69B,16/Aug/19,2B,17.9,17.5,148.4752338,134.9691286,0.2768221517,135.5308862
69C-1 ,69C,16/Aug/19,Atm,,,427.0648806,1.227258227,0.3055811663,2.028518831
69C-2 ,69C,16/Aug/19,1A,17.3,16.9,59.42032511,205.0226149,0.2621651007,205.4589217
69C-3 ,69C,16/Aug/19,1B,17.3,16.9,64.10779876,205.5101265,0.2566571657,205.9455603
69C-4 ,69C,16/Aug/19,2A,17.3,16.8,55.50087772,220.093041,0.2616047374,220.5023599
69C-5 ,69C,16/Aug/19,2B,17.3,16.8,74.47992767,220.9415356,0.2638353603,221.349335
70A-1 ,70A,16/Aug/19,Atm,,,416.6473891,1.163716519,0.3048860742,1.965090913
70A-2 ,70A,16/Aug/19,1A,18.8,18.3,2526.256843,192.7297163,0.2520698853,193.188037
70A-3 ,70A,16/Aug/19,1B,18.8,18.3,2652.959341,203.567792,0.2541263281,204.0067041
70A-4 ,70A,16/Aug/19,2A,18.8,18.4,2493.087324,201.0053982,0.2490708343,201.448899
70A-5 ,70A,16/Aug/19,2B,18.8,18.4,2514.84431,209.6802543,0.247438315,210.1082203
70B-1 ,70B,16/Aug/19,Atm,,,415.1428766,1.206724686,0.3048045556,2.008022061
70B-2 ,70B,16/Aug/19,1A,18.9,18.9,417.5205833,258.5541954,0.2504245989,258.8946387
70B-3 ,70B,16/Aug/19,1B,18.9,18.9,428.4667922,273.3005425,0.2415688935,273.6145782
70B-4 ,70B,16/Aug/19,2A,18.9,19.3,390.6173159,273.2262539,0.2319532793,273.5404227
70B-5 ,70B,16/Aug/19,2B,18.9,19.3,422.2007647,1.988688445,0.3104290682,2.788585491
70C-1 ,70C,16/Aug/19,Atm,,,414.9462575,1.155031141,0.3028560841,1.956421088
70C-2 ,70C,16/Aug/19,1A,15,15.5,1403.997851,72.44062863,0.2135004886,73.11436137
70C-3 ,70C,16/Aug/19,1B,15,15.5,1392.092901,74.61188897,0.208004724,75.28173345
70C-4 ,70C,16/Aug/19,2A,15,15.5,1313.052749,67.17379492,0.2075130739,67.85695942
70C-5 ,70C,16/Aug/19,2B,15,15.5,1357.786053,71.50630428,0.2048542871,72.18171019
74A-1 ,74A,26/Aug/19,Atm,,,415.7829233,2.722791758,0.3031265028,3.521374182
74A-2 ,74A,26/Aug/19,1A,19.1,19.3,118.1676598,777.0760409,0.2652730587,776.4879228
74A-3 ,74A,26/Aug/19,1B,19.1,19.3,105.6317748,834.9282447,0.2631618505,834.2365257
74A-4 ,74A,26/Aug/19,2A,19.1,19.3,158.666244,759.6695498,0.2651235572,759.112603
74A-5 ,74A,26/Aug/19,2B,19.1,19.3,115.1712376,793.4788887,0.2638755663,792.8613965
74B-1 ,74B,26/Aug/19,Atm,,,420.8917504,2.003053524,0.3036814844,2.802924845
74B-2 ,74B,26/Aug/19,1A,20.1,18.9,170.1259861,315.3966547,0.2782374874,315.6353053
74B-3 ,74B,26/Aug/19,1B,20.1,18.9,102.8341796,229.4353407,0.2658856249,229.8279296
74B-4 ,74B,26/Aug/19,2A,20.1,19.5,132.0726926,137.12912,0.2445935461,137.6870095
74B-5 ,74B,26/Aug/19,2B,20.1,19.5,103.2760565,146.3945941,0.2400488901,146.9358911
74C-1 ,74C,26/Aug/19,Atm,,,414.3730789,1.165506195,0.3005633039,1.966877384
74C-2 ,74C,26/Aug/19,1A,19.2,19.3,1831.047662,974.0043815,2.418302496,973.0636069
74C-3 ,74C,26/Aug/19,1B,19.2,19.3,1842.993123,985.010582,2.425091242,984.0500977
74C-4 ,74C,26/Aug/19,2A,19.2,20.1,1797.816686,1115.740233,2.32580024,1114.54564
74C-5 ,74C,26/Aug/19,2B,19.2,20.1,1818.337826,1136.733813,2.412616368,1135.501625
7A-1 ,7A,20/Aug/19,Atm,,,408.9353333,1.266362256,0.2985048017,2.067552833
7A-2 ,7A,20/Aug/19,1A,17.8,18.5,155.2498756,757.5663545,0.2650725229,757.013174
7A-3 ,7A,20/Aug/19,1B,17.8,18.5,145.0535065,772.3573436,0.2571153284,771.7776757
7A-4 ,7A,20/Aug/19,2A,17.8,18,142.8288201,690.0683613,0.2630642726,689.6360553
7A-5 ,7A,20/Aug/19,2B,17.8,18,127.3851411,696.6746768,0.2539532344,696.2305403
7B-1 ,7B,20/Aug/19,Atm,,,425.4381629,1.232826208,0.2984530452,2.03407684
7B-2 ,7B,20/Aug/19,1A,15.7,15.7,45.31046282,254.5643177,0.2608520771,254.9119059
7B-3 ,7B,20/Aug/19,1B,15.7,15.7,49.80564263,254.408483,0.2599276683,254.7563504
7B-4 ,7B,20/Aug/19,2A,15.7,1,111.2612304,250.8971437,0.2560393527,251.2512991
7B-5 ,7B,20/Aug/19,2B,15.7,16,39.50041723,255.5070059,0.2589625039,255.8529061
7I-1 ,7I,20/Aug/19,Atm,,,412.9904215,1.433892504,0.2990607356,2.23478307
7I-2 ,7I,20/Aug/19,1A,19.5,18.3,127.7485717,162.8101127,0.3321604271,163.322013
7I-3 ,7I,20/Aug/19,1B,19.5,18.3,82.01342664,177.2512401,0.3306069941,177.7372795
7I-4 ,7I,20/Aug/19,2A,19.5,17.8,125.1072369,123.7472839,0.3348747762,124.3291374
7I-5 ,7I,20/Aug/19,2B,19.5,17.8,126.255779,131.8768425,0.3348852427,132.4441377
8C-1 ,8C,12/Aug/19,Atm,,,393.7922564,26.23805631,0.295438029,26.99452794
8C-2 ,8C,12/Aug/19,1A,18.1,17.4,671.7480628,5820.912682,0.06944692587,5811.292134
8C-3 ,8C,12/Aug/19,1B,18.1,17.4,682.9255971,6387.226552,0.05012716482,6376.591857
8C-4 ,8C,12/Aug/19,2A,18.1,18.2,207.5731729,3129.001917,0.08925872387,3124.202004
8C-5 ,8C,12/Aug/19,2B,18.1,18.2,209.0318223,3421.243853,0.08418911903,3415.920598
8F-1 ,8F,12/Aug/19,Atm,,,403.959219,3.162055967,0.3040867344,3.959851763
8F-2 ,8F,12/Aug/19,1A,19.4,17.5,3205.848905,160.0268593,0.1743953704,160.5437438
8F-3 ,8F,12/Aug/19,1B,19.4,17.5,3406.682939,168.9569278,0.16397934,169.4578205
8F-4 ,8F,12/Aug/19,2A,19.4,17.7,2944.29921,281.5841902,0.1702595739,281.8833917
8F-5 ,8F,12/Aug/19,2B,19.4,17.7,3213.55778,313.2667348,0.1614777756,313.5091996
8G-10 ,8G,13/Aug/19,2B,17.2,17.9,256.7567224,752.2146874,0.2445559285,751.6710906
8G-6 ,8G,13/Aug/19,Atm,,,410.7383632,2.73783639,0.2967384906,3.536391873
8G-7 ,8G,13/Aug/19,1A,17.2,18.5,264.5567783,690.980761,0.2519041974,690.546821
8G-8 ,8G,13/Aug/19,1B,17.2,18.5,262.111461,736.033899,0.2448551973,735.5192785
8G-9 ,8G,13/Aug/19,2A,17.2,17.9,279.2042389,701.9857809,0.2494416825,701.5321333
